listingid,companyid,company,price,url,long,lat,address,type,rooms,size_m2,listings,text,deposit,rent,electricity,heat,water,tv_internet,b-ordning,other
3003,126,al2bolig,7058,https://aarhusbolig.dk/afdelinger/?bolignr=3003&selskab=126&afdeling=150&antalrum=3,56.258178,9.867893,Afd. 150 Æblehaven/Nørrevangsvej,Seniorboliger,3,78,4.0,"Husdyr: Det er tilladt at holde 2 indekatte.Udgifter ud over husleje: El og antenne (TDC/Yousee delvis) afregnes med leverandør.Særlige vilkår: Fællesvaskeri for Nørrevangsvej. Lejere i Æblehaven skal selv medbringe vaskemaskine. Der er kun køl og frys i seniorboligerne.Yderligere info: Nørrevangsvej:Afdelingen består af 2 rødstens boligblokke beliggende ved Hammel centrum. Afdelingen bærer præg af alderen, bl.a. med små boliger, men i de senere år, er der foretaget køkkenmodernisering og indrettet badeværelser. I afdelingen er der cykelrum og legeplads. Have kan lejes. Fællesantenne (TDC).Æblehaven:Boligerne er beliggende i rolige omgivelser ganske tæt på centrum. Blokken er opført i 2 etager med elevator. Boligerne udlejes til boligsøgende på +55 år og handicappede uden hjemmeboende børn. Til boligerne i stuen er der have. Fællesantenne (TDC).",18200.0,6233.0,,475.0,350.0,,,
1801,126,al2bolig,6061,https://aarhusbolig.dk/afdelinger/?bolignr=1801&selskab=126&afdeling=150&antalrum=4,56.258178,9.867893,Afd. 150 Æblehaven/Nørrevangsvej,Lejlighed,4,72,4.0,"Husdyr: Det er tilladt at holde 2 indekatte.Udgifter ud over husleje: El og antenne (TDC/Yousee delvis) afregnes med leverandør.Særlige vilkår: Fællesvaskeri for Nørrevangsvej. Lejere i Æblehaven skal selv medbringe vaskemaskine. Der er kun køl og frys i seniorboligerne.Yderligere info: Nørrevangsvej:Afdelingen består af 2 rødstens boligblokke beliggende ved Hammel centrum. Afdelingen bærer præg af alderen, bl.a. med små boliger, men i de senere år, er der foretaget køkkenmodernisering og indrettet badeværelser. I afdelingen er der cykelrum og legeplads. Have kan lejes. Fællesantenne (TDC).Æblehaven:Boligerne er beliggende i rolige omgivelser ganske tæt på centrum. Blokken er opført i 2 etager med elevator. Boligerne udlejes til boligsøgende på +55 år og handicappede uden hjemmeboende børn. Til boligerne i stuen er der have. Fællesantenne (TDC).",14400.0,5416.0,,420.0,225.0,,,
1848,126,al2bolig,4195,https://aarhusbolig.dk/afdelinger/?bolignr=1848&selskab=126&afdeling=151&antalrum=2,56.2594146,9.8738495,Afd. 151 Elkjærsvej,Rækkehus,2,55,6.0,"Husdyr: Det er tilladt at holde 2 husdyr dog ikke kamphund.Udgifter ud over husleje: Antenne (Yousee delvis), el, varme (nr.20-54) afregnes med leverandør.Særlige vilkår: Der er fællesvaskeri. Elkjærsvej 20-54 har IKKE køle-/fryseskab.Yderligere info: Afdelingen består af i alt 36 boliger - 12 stk. 1-plans rækkehuse (1957,1970), 15 boliger i 2 plan (2001) samt 9 1-plans rækkehuse (2012/13).Afdelingen har en god beliggenhed på en blind vej i Hammels udkant og alligevel med meget kort afstand til forretninger m.v. i Hammel centrum samt til idrætsanlæg, svømmehal og skole. I afdelingen er der cykelrum og legeplads. Fællesantenne (Yousee).",11000.0,3845.0,,350.0,,,,
1857,126,al2bolig,6118,https://aarhusbolig.dk/afdelinger/?bolignr=1857&selskab=126&afdeling=151&antalrum=2,56.2594146,9.8738495,Afd. 151 Elkjærsvej,Lejlighed,2,70,6.0,"Husdyr: Det er tilladt at holde 2 husdyr dog ikke kamphund.Udgifter ud over husleje: Antenne (Yousee delvis), el, varme (nr.20-54) afregnes med leverandør.Særlige vilkår: Der er fællesvaskeri. Elkjærsvej 20-54 har IKKE køle-/fryseskab.Yderligere info: Afdelingen består af i alt 36 boliger - 12 stk. 1-plans rækkehuse (1957,1970), 15 boliger i 2 plan (2001) samt 9 1-plans rækkehuse (2012/13).Afdelingen har en god beliggenhed på en blind vej i Hammels udkant og alligevel med meget kort afstand til forretninger m.v. i Hammel centrum samt til idrætsanlæg, svømmehal og skole. I afdelingen er der cykelrum og legeplads. Fællesantenne (Yousee).",13960.0,5893.0,,,225.0,,,
1860,126,al2bolig,7448,https://aarhusbolig.dk/afdelinger/?bolignr=1860&selskab=126&afdeling=151&antalrum=3,56.2594146,9.8738495,Afd. 151 Elkjærsvej,Lejlighed,3,88,6.0,"Husdyr: Det er tilladt at holde 2 husdyr dog ikke kamphund.Udgifter ud over husleje: Antenne (Yousee delvis), el, varme (nr.20-54) afregnes med leverandør.Særlige vilkår: Der er fællesvaskeri. Elkjærsvej 20-54 har IKKE køle-/fryseskab.Yderligere info: Afdelingen består af i alt 36 boliger - 12 stk. 1-plans rækkehuse (1957,1970), 15 boliger i 2 plan (2001) samt 9 1-plans rækkehuse (2012/13).Afdelingen har en god beliggenhed på en blind vej i Hammels udkant og alligevel med meget kort afstand til forretninger m.v. i Hammel centrum samt til idrætsanlæg, svømmehal og skole. I afdelingen er der cykelrum og legeplads. Fællesantenne (Yousee).",18000.0,7123.0,,,325.0,,,
1873,126,al2bolig,8436,https://aarhusbolig.dk/afdelinger/?bolignr=1873&selskab=126&afdeling=151&antalrum=3,56.2594146,9.8738495,Afd. 151 Elkjærsvej,Rækkehus,3,95,6.0,"Husdyr: Det er tilladt at holde 2 husdyr dog ikke kamphund.Udgifter ud over husleje: Antenne (Yousee delvis), el, varme (nr.20-54) afregnes med leverandør.Særlige vilkår: Der er fællesvaskeri. Elkjærsvej 20-54 har IKKE køle-/fryseskab.Yderligere info: Afdelingen består af i alt 36 boliger - 12 stk. 1-plans rækkehuse (1957,1970), 15 boliger i 2 plan (2001) samt 9 1-plans rækkehuse (2012/13).Afdelingen har en god beliggenhed på en blind vej i Hammels udkant og alligevel med meget kort afstand til forretninger m.v. i Hammel centrum samt til idrætsanlæg, svømmehal og skole. I afdelingen er der cykelrum og legeplads. Fællesantenne (Yousee).",29040.0,7936.0,,,500.0,,,
1872,126,al2bolig,8824,https://aarhusbolig.dk/afdelinger/?bolignr=1872&selskab=126&afdeling=151&antalrum=4,56.2594146,9.8738495,Afd. 151 Elkjærsvej,Rækkehus,4,99,12.0,"Husdyr: Det er tilladt at holde 2 husdyr dog ikke kamphund.Udgifter ud over husleje: Antenne (Yousee delvis), el, varme (nr.20-54) afregnes med leverandør.Særlige vilkår: Der er fællesvaskeri. Elkjærsvej 20-54 har IKKE køle-/fryseskab.Yderligere info: Afdelingen består af i alt 36 boliger - 12 stk. 1-plans rækkehuse (1957,1970), 15 boliger i 2 plan (2001) samt 9 1-plans rækkehuse (2012/13).Afdelingen har en god beliggenhed på en blind vej i Hammels udkant og alligevel med meget kort afstand til forretninger m.v. i Hammel centrum samt til idrætsanlæg, svømmehal og skole. I afdelingen er der cykelrum og legeplads. Fællesantenne (Yousee).",30447.0,8324.0,,,500.0,,,
1863,126,al2bolig,8657,https://aarhusbolig.dk/afdelinger/?bolignr=1863&selskab=126&afdeling=151&antalrum=4,56.2594146,9.8738495,Afd. 151 Elkjærsvej,Rækkehus,4,112,12.0,"Husdyr: Det er tilladt at holde 2 husdyr dog ikke kamphund.Udgifter ud over husleje: Antenne (Yousee delvis), el, varme (nr.20-54) afregnes med leverandør.Særlige vilkår: Der er fællesvaskeri. Elkjærsvej 20-54 har IKKE køle-/fryseskab.Yderligere info: Afdelingen består af i alt 36 boliger - 12 stk. 1-plans rækkehuse (1957,1970), 15 boliger i 2 plan (2001) samt 9 1-plans rækkehuse (2012/13).Afdelingen har en god beliggenhed på en blind vej i Hammels udkant og alligevel med meget kort afstand til forretninger m.v. i Hammel centrum samt til idrætsanlæg, svømmehal og skole. I afdelingen er der cykelrum og legeplads. Fællesantenne (Yousee).",21960.0,8332.0,,,325.0,,,
1979,126,al2bolig,6492,https://aarhusbolig.dk/afdelinger/?bolignr=1979&selskab=126&afdeling=152&antalrum=2,56.2453829,9.8615726,Afd. 152 Kappelsdal,Rækkehus,2,70,20.0,"Husdyr: Det er tilladt at holde 1 husdyr, dog ikke en kamphund.Udgifter ud over husleje: El og antenne (Yousee) afregnes med leverandør.Særlige vilkår: Der er komfur, emhætte, køle- og fryseskab og vaskemaskine i boligerne.Yderligere info: Rækkehusene er beliggende i et godt kvarter i Hammels udkant, tæt på skole og institutioner. Der hører have til boligerne. I afdelingen er der et mindre fælleshus, cykelrum og legeplads. Fællesantenne (TDC).",14000.0,5862.0,,380.0,250.0,,,
1967,126,al2bolig,7974,https://aarhusbolig.dk/afdelinger/?bolignr=1967&selskab=126&afdeling=152&antalrum=3,56.2453829,9.8615726,Afd. 152 Kappelsdal,Rækkehus,3,85,34.0,"Husdyr: Det er tilladt at holde 1 husdyr, dog ikke en kamphund.Udgifter ud over husleje: El og antenne (Yousee) afregnes med leverandør.Særlige vilkår: Der er komfur, emhætte, køle- og fryseskab og vaskemaskine i boligerne.Yderligere info: Rækkehusene er beliggende i et godt kvarter i Hammels udkant, tæt på skole og institutioner. Der hører have til boligerne. I afdelingen er der et mindre fælleshus, cykelrum og legeplads. Fællesantenne (TDC).",17000.0,7214.0,,510.0,250.0,,,
1959,126,al2bolig,9862,https://aarhusbolig.dk/afdelinger/?bolignr=1959&selskab=126&afdeling=152&antalrum=4,56.2453829,9.8615726,Afd. 152 Kappelsdal,Rækkehus,4,105,7.0,"Husdyr: Det er tilladt at holde 1 husdyr, dog ikke en kamphund.Udgifter ud over husleje: El og antenne (Yousee) afregnes med leverandør.Særlige vilkår: Der er komfur, emhætte, køle- og fryseskab og vaskemaskine i boligerne.Yderligere info: Rækkehusene er beliggende i et godt kvarter i Hammels udkant, tæt på skole og institutioner. Der hører have til boligerne. I afdelingen er der et mindre fælleshus, cykelrum og legeplads. Fællesantenne (TDC).",21000.0,8792.0,,570.0,500.0,,,
2167,126,al2bolig,5496,https://aarhusbolig.dk/afdelinger/?bolignr=2167&selskab=126&afdeling=153&antalrum=2,56.256214,9.8637271,Afd. 153 Mejerigården,Lejlighed,2,66,33.0,"Husdyr: Husdyr er ikke tilladt.Udgifter ud over husleje: Antenne (Yousee delvis), el afregnes med leverandør.Særlige vilkår: Der er fællesvaskeri. Lejer skal selv medbringe køle-/fryseskab.Yderligere info: Afdelingen består af 2 3-etages blokke og er beliggende ved rutebilstationen, meget tæt på butikkerne og servicen i Hammels centrum. Stuelejlighederne er velegnede for ældre, og disse boliger anvises derfor af Favrskov Kommune. I afdelingens gård er der et dejligt fælleshus, som navnlig de ældre beboere benytter til fælles aktiviteter. I afdelingen er der endvidere cykelrum  og legeplads. Til boligerne i stuen er der have – øvrige har altan. Kabel TV (TDC).",13200.0,4921.0,,375.0,200.0,,,
2142,126,al2bolig,6007,https://aarhusbolig.dk/afdelinger/?bolignr=2142&selskab=126&afdeling=153&antalrum=2,56.256214,9.8637271,Afd. 153 Mejerigården,Lejlighed,2,76,33.0,"Husdyr: Husdyr er ikke tilladt.Udgifter ud over husleje: Antenne (Yousee delvis), el afregnes med leverandør.Særlige vilkår: Der er fællesvaskeri. Lejer skal selv medbringe køle-/fryseskab.Yderligere info: Afdelingen består af 2 3-etages blokke og er beliggende ved rutebilstationen, meget tæt på butikkerne og servicen i Hammels centrum. Stuelejlighederne er velegnede for ældre, og disse boliger anvises derfor af Favrskov Kommune. I afdelingens gård er der et dejligt fælleshus, som navnlig de ældre beboere benytter til fælles aktiviteter. I afdelingen er der endvidere cykelrum  og legeplads. Til boligerne i stuen er der have – øvrige har altan. Kabel TV (TDC).",15200.0,5432.0,,375.0,200.0,,,
2163,126,al2bolig,6108,https://aarhusbolig.dk/afdelinger/?bolignr=2163&selskab=126&afdeling=153&antalrum=3,56.256214,9.8637271,Afd. 153 Mejerigården,Lejlighed,3,78,18.0,"Husdyr: Husdyr er ikke tilladt.Udgifter ud over husleje: Antenne (Yousee delvis), el afregnes med leverandør.Særlige vilkår: Der er fællesvaskeri. Lejer skal selv medbringe køle-/fryseskab.Yderligere info: Afdelingen består af 2 3-etages blokke og er beliggende ved rutebilstationen, meget tæt på butikkerne og servicen i Hammels centrum. Stuelejlighederne er velegnede for ældre, og disse boliger anvises derfor af Favrskov Kommune. I afdelingens gård er der et dejligt fælleshus, som navnlig de ældre beboere benytter til fælles aktiviteter. I afdelingen er der endvidere cykelrum  og legeplads. Til boligerne i stuen er der have – øvrige har altan. Kabel TV (TDC).",15600.0,5533.0,,375.0,200.0,,,
2143,126,al2bolig,6996,https://aarhusbolig.dk/afdelinger/?bolignr=2143&selskab=126&afdeling=153&antalrum=3,56.256214,9.8637271,Afd. 153 Mejerigården,Lejlighed,3,90,18.0,"Husdyr: Husdyr er ikke tilladt.Udgifter ud over husleje: Antenne (Yousee delvis), el afregnes med leverandør.Særlige vilkår: Der er fællesvaskeri. Lejer skal selv medbringe køle-/fryseskab.Yderligere info: Afdelingen består af 2 3-etages blokke og er beliggende ved rutebilstationen, meget tæt på butikkerne og servicen i Hammels centrum. Stuelejlighederne er velegnede for ældre, og disse boliger anvises derfor af Favrskov Kommune. I afdelingens gård er der et dejligt fælleshus, som navnlig de ældre beboere benytter til fælles aktiviteter. I afdelingen er der endvidere cykelrum  og legeplads. Til boligerne i stuen er der have – øvrige har altan. Kabel TV (TDC).",18000.0,6146.0,,450.0,400.0,,,
2975,126,al2bolig,4314,https://aarhusbolig.dk/afdelinger/?bolignr=2975&selskab=126&afdeling=156&antalrum=1,56.256218,9.868829,Afd. 156 Østervangen,Lejlighed,1,65,1.0,,12800.0,3514.0,,500.0,300.0,,,
2967,126,al2bolig,5944,https://aarhusbolig.dk/afdelinger/?bolignr=2967&selskab=126&afdeling=156&antalrum=2,56.256218,9.868829,Afd. 156 Østervangen,Lejlighed,2,64,19.0,,12600.0,5144.0,,400.0,400.0,,,
2956,126,al2bolig,7290,https://aarhusbolig.dk/afdelinger/?bolignr=2956&selskab=126&afdeling=156&antalrum=3,56.256218,9.868829,Afd. 156 Østervangen,Lejlighed,3,91,12.0,,18000.0,6090.0,,700.0,500.0,,,
2993,126,al2bolig,8458,https://aarhusbolig.dk/afdelinger/?bolignr=2993&selskab=126&afdeling=156&antalrum=4,56.256218,9.868829,Afd. 156 Østervangen,Lejlighed,4,133,4.0,,21700.0,7533.0,,650.0,275.0,,,
2961,126,al2bolig,7239,https://aarhusbolig.dk/afdelinger/?bolignr=2961&selskab=126&afdeling=158&antalrum=2,56.2563791,9.8637463,Afd. 158 Skolegade,Seniorboliger,2,74,7.0,"Husdyr: Husdyr er ikke tilladt.Udgifter ud over husleje: El, antenne (Yousee delvis) afregnes med leverandør.Særlige vilkår: Der er fællesvaskeri.Lejer skal selv medbringe køle- /fryseskab og garderobeskab.Yderligere info: Afdelingen består af 4 almene familie-boliger og 12 seniorboliger (+55) i et meget centralt beliggende etagehus i Hammel. Til de store og lyse seniorboliger er der elevatoradgang. Fællesantenne (TDC).",19600.0,6664.0,,400.0,175.0,,,
2973,126,al2bolig,7320,https://aarhusbolig.dk/afdelinger/?bolignr=2973&selskab=126&afdeling=158&antalrum=2,56.2563791,9.8637463,Afd. 158 Skolegade,Lejlighed,2,76,2.0,"Husdyr: Husdyr er ikke tilladt.Udgifter ud over husleje: El, antenne (Yousee delvis) afregnes med leverandør.Særlige vilkår: Der er fællesvaskeri.Lejer skal selv medbringe køle- /fryseskab og garderobeskab.Yderligere info: Afdelingen består af 4 almene familie-boliger og 12 seniorboliger (+55) i et meget centralt beliggende etagehus i Hammel. Til de store og lyse seniorboliger er der elevatoradgang. Fællesantenne (TDC).",19900.0,6745.0,,400.0,175.0,,,
2974,126,al2bolig,8002,https://aarhusbolig.dk/afdelinger/?bolignr=2974&selskab=126&afdeling=158&antalrum=3,56.2563791,9.8637463,Afd. 158 Skolegade,Lejlighed,3,84,2.0,"Husdyr: Husdyr er ikke tilladt.Udgifter ud over husleje: El, antenne (Yousee delvis) afregnes med leverandør.Særlige vilkår: Der er fællesvaskeri.Lejer skal selv medbringe køle- /fryseskab og garderobeskab.Yderligere info: Afdelingen består af 4 almene familie-boliger og 12 seniorboliger (+55) i et meget centralt beliggende etagehus i Hammel. Til de store og lyse seniorboliger er der elevatoradgang. Fællesantenne (TDC).",22200.0,7327.0,,500.0,175.0,,,
2964,126,al2bolig,8608,https://aarhusbolig.dk/afdelinger/?bolignr=2964&selskab=126&afdeling=158&antalrum=3,56.2563791,9.8637463,Afd. 158 Skolegade,Seniorboliger,3,93,5.0,"Husdyr: Husdyr er ikke tilladt.Udgifter ud over husleje: El, antenne (Yousee delvis) afregnes med leverandør.Særlige vilkår: Der er fællesvaskeri.Lejer skal selv medbringe køle- /fryseskab og garderobeskab.Yderligere info: Afdelingen består af 4 almene familie-boliger og 12 seniorboliger (+55) i et meget centralt beliggende etagehus i Hammel. Til de store og lyse seniorboliger er der elevatoradgang. Fællesantenne (TDC).",24500.0,7933.0,,500.0,175.0,,,
29,126,al2bolig,4860,https://aarhusbolig.dk/afdelinger/?bolignr=29&selskab=126&afdeling=301&antalrum=2,56.1473759,10.1593024,Afd. 301 A. Jensens Vej,Lejlighed,2,57,37.0,Husdyr: Det er tilladt at holde 2 indekatte.Udgifter ud over husleje: Antenne (Stofa)og el afregnes med leverandør.Særlige vilkår: Der er fællesvaskeri. Lejere i ungdomsboligerne skal selv medbringe køleskab/frys.Yderligere info: Afdelingen i 3 etager er beliggende i Gl. Aaby tæt ved Søren Frichs Vej. Afdelingen er totalrenoveret. Fællesantenne (STOFA).,11400.0,4535.0,,225.0,100.0,,,
1,126,al2bolig,5991,https://aarhusbolig.dk/afdelinger/?bolignr=1&selskab=126&afdeling=301&antalrum=2,56.1473759,10.1593024,Afd. 301 A. Jensens Vej,Lejlighed,2,68,37.0,Husdyr: Det er tilladt at holde 2 indekatte.Udgifter ud over husleje: Antenne (Stofa)og el afregnes med leverandør.Særlige vilkår: Der er fællesvaskeri. Lejere i ungdomsboligerne skal selv medbringe køleskab/frys.Yderligere info: Afdelingen i 3 etager er beliggende i Gl. Aaby tæt ved Søren Frichs Vej. Afdelingen er totalrenoveret. Fællesantenne (STOFA).,13600.0,5246.0,,495.0,250.0,,,
5,126,al2bolig,5449,https://aarhusbolig.dk/afdelinger/?bolignr=5&selskab=126&afdeling=301&antalrum=3,56.1473759,10.1593024,Afd. 301 A. Jensens Vej,Lejlighed,3,60,59.0,Husdyr: Det er tilladt at holde 2 indekatte.Udgifter ud over husleje: Antenne (Stofa)og el afregnes med leverandør.Særlige vilkår: Der er fællesvaskeri. Lejere i ungdomsboligerne skal selv medbringe køleskab/frys.Yderligere info: Afdelingen i 3 etager er beliggende i Gl. Aaby tæt ved Søren Frichs Vej. Afdelingen er totalrenoveret. Fællesantenne (STOFA).,12000.0,4759.0,,440.0,250.0,,,
2,126,al2bolig,6701,https://aarhusbolig.dk/afdelinger/?bolignr=2&selskab=126&afdeling=301&antalrum=3,56.1473759,10.1593024,Afd. 301 A. Jensens Vej,Lejlighed,3,81,59.0,Husdyr: Det er tilladt at holde 2 indekatte.Udgifter ud over husleje: Antenne (Stofa)og el afregnes med leverandør.Særlige vilkår: Der er fællesvaskeri. Lejere i ungdomsboligerne skal selv medbringe køleskab/frys.Yderligere info: Afdelingen i 3 etager er beliggende i Gl. Aaby tæt ved Søren Frichs Vej. Afdelingen er totalrenoveret. Fællesantenne (STOFA).,16200.0,5901.0,,550.0,250.0,,,
126,126,al2bolig,4828,https://aarhusbolig.dk/afdelinger/?bolignr=126&selskab=126&afdeling=303&antalrum=3,56.1486115,10.1627185,Afd. 303 O.I. Offersensvej,Rækkehus,3,77,18.0,"Husdyr: Det er tilladt at holde 1 kat eller 1 hund dog ikke kamphund/muskelhund.Udgifter ud over husleje: Antenne (Stofa), el, vand og varme afregnes med leverandør.Særlige vilkår: Vaskemaskine samt øvrige hårde hvidevarer skal lejer selv medbringe.Yderligere info: Rækkehusene er beliggende ved Åbyhøj Stadion syd for Søren Frichs Vej. Der er fuld kælder og have til alle boligerne. Der er tale om et meget attraktivt boligmiljø.Boligerne moderniseres løbende, med nyt køkken og bad.  Der er ingen fællesantenne.",15400.0,4828.0,,,,,,
124,126,al2bolig,7906,https://aarhusbolig.dk/afdelinger/?bolignr=124&selskab=126&afdeling=303&antalrum=3,56.1486115,10.1627185,Afd. 303 O.I. Offersensvej,Rækkehus,3,102,18.0,"Husdyr: Det er tilladt at holde 1 kat eller 1 hund dog ikke kamphund/muskelhund.Udgifter ud over husleje: Antenne (Stofa), el, vand og varme afregnes med leverandør.Særlige vilkår: Vaskemaskine samt øvrige hårde hvidevarer skal lejer selv medbringe.Yderligere info: Rækkehusene er beliggende ved Åbyhøj Stadion syd for Søren Frichs Vej. Der er fuld kælder og have til alle boligerne. Der er tale om et meget attraktivt boligmiljø.Boligerne moderniseres løbende, med nyt køkken og bad.  Der er ingen fællesantenne.",20400.0,7906.0,,,,,,
123,126,al2bolig,8552,https://aarhusbolig.dk/afdelinger/?bolignr=123&selskab=126&afdeling=303&antalrum=4,56.1486115,10.1627185,Afd. 303 O.I. Offersensvej,Rækkehus,4,113,2.0,"Husdyr: Det er tilladt at holde 1 kat eller 1 hund dog ikke kamphund/muskelhund.Udgifter ud over husleje: Antenne (Stofa), el, vand og varme afregnes med leverandør.Særlige vilkår: Vaskemaskine samt øvrige hårde hvidevarer skal lejer selv medbringe.Yderligere info: Rækkehusene er beliggende ved Åbyhøj Stadion syd for Søren Frichs Vej. Der er fuld kælder og have til alle boligerne. Der er tale om et meget attraktivt boligmiljø.Boligerne moderniseres løbende, med nyt køkken og bad.  Der er ingen fællesantenne.",22600.0,8552.0,,,,,,
140,126,al2bolig,9363,https://aarhusbolig.dk/afdelinger/?bolignr=140&selskab=126&afdeling=303&antalrum=4,56.1486115,10.1627185,Afd. 303 O.I. Offersensvej,Rækkehus,4,128,2.0,"Husdyr: Det er tilladt at holde 1 kat eller 1 hund dog ikke kamphund/muskelhund.Udgifter ud over husleje: Antenne (Stofa), el, vand og varme afregnes med leverandør.Særlige vilkår: Vaskemaskine samt øvrige hårde hvidevarer skal lejer selv medbringe.Yderligere info: Rækkehusene er beliggende ved Åbyhøj Stadion syd for Søren Frichs Vej. Der er fuld kælder og have til alle boligerne. Der er tale om et meget attraktivt boligmiljø.Boligerne moderniseres løbende, med nyt køkken og bad.  Der er ingen fællesantenne.",25600.0,9363.0,,,,,,
1121,126,al2bolig,7546,https://aarhusbolig.dk/afdelinger/?bolignr=1121&selskab=126&afdeling=304&antalrum=2,56.1469394,10.1589171,Afd. 304 A. Jensensvej,Seniorboliger,2,58,30.0,Husdyr: Det er tilladt at holde 2 husdyr.Udgifter ud over husleje: Antenne (Stofa) og el afregnes med leverandør.Særlige vilkår: Der er fællesvaskeri.Yderligere info: Afdelingen er beliggende syd for Søren Frichs Vej.I området er der store grønne arealer. Boligerne i 1-plan samt rækkehusene (ældre/seniorboliger) udlejes fortrinsvist af Kommunen.Fællesantenne (STOFA).,12000.0,6606.0,,540.0,400.0,,,
1177,126,al2bolig,6096,https://aarhusbolig.dk/afdelinger/?bolignr=1177&selskab=126&afdeling=304&antalrum=2,56.1469394,10.1589171,Afd. 304 A. Jensensvej,Lejlighed,2,59,14.0,Husdyr: Det er tilladt at holde 2 husdyr.Udgifter ud over husleje: Antenne (Stofa) og el afregnes med leverandør.Særlige vilkår: Der er fællesvaskeri.Yderligere info: Afdelingen er beliggende syd for Søren Frichs Vej.I området er der store grønne arealer. Boligerne i 1-plan samt rækkehusene (ældre/seniorboliger) udlejes fortrinsvist af Kommunen.Fællesantenne (STOFA).,12000.0,5483.0,,488.0,125.0,,,
154,126,al2bolig,4936,https://aarhusbolig.dk/afdelinger/?bolignr=154&selskab=126&afdeling=305&antalrum=2,56.1478725,10.1593913,Afd. 305 A. Jensensvej,Lejlighed,2,57,10.0,"Husdyr: Det er tilladt at holde 2 indekatte.Udgifter ud over husleje: Antenne (Stofa) og el afregnes med leverandør.Særlige vilkår: Der er fællesvaskeri. Lejer skal selv medbringe garderobeskabe og køle-/fryseskab.Yderligere info: Afdelingen i 3 etager er beliggende i Gl. Aaby tæt ved Søren Frichs Vej. Afdelingen er delvis renoveret. I afdelingen er der cykelrum, selskabslokale og legeplads.Fællesantenne (STOFA).",11400.0,4292.0,,391.0,253.0,,,
147,126,al2bolig,6013,https://aarhusbolig.dk/afdelinger/?bolignr=147&selskab=126&afdeling=305&antalrum=3,56.1478725,10.1593913,Afd. 305 A. Jensensvej,Lejlighed,3,70,22.0,"Husdyr: Det er tilladt at holde 2 indekatte.Udgifter ud over husleje: Antenne (Stofa) og el afregnes med leverandør.Særlige vilkår: Der er fællesvaskeri. Lejer skal selv medbringe garderobeskabe og køle-/fryseskab.Yderligere info: Afdelingen i 3 etager er beliggende i Gl. Aaby tæt ved Søren Frichs Vej. Afdelingen er delvis renoveret. I afdelingen er der cykelrum, selskabslokale og legeplads.Fællesantenne (STOFA).",14000.0,5279.0,,489.0,245.0,,,
155,126,al2bolig,6612,https://aarhusbolig.dk/afdelinger/?bolignr=155&selskab=126&afdeling=305&antalrum=4,56.1478725,10.1593913,Afd. 305 A. Jensensvej,Lejlighed,4,77,15.0,"Husdyr: Det er tilladt at holde 2 indekatte.Udgifter ud over husleje: Antenne (Stofa) og el afregnes med leverandør.Særlige vilkår: Der er fællesvaskeri. Lejer skal selv medbringe garderobeskabe og køle-/fryseskab.Yderligere info: Afdelingen i 3 etager er beliggende i Gl. Aaby tæt ved Søren Frichs Vej. Afdelingen er delvis renoveret. I afdelingen er der cykelrum, selskabslokale og legeplads.Fællesantenne (STOFA).",15400.0,5804.0,,518.0,290.0,,,
203,126,al2bolig,4755,https://aarhusbolig.dk/afdelinger/?bolignr=203&selskab=126&afdeling=306&antalrum=2,56.1474513,10.1607081,Afd. 306 A. Jensensvej,Lejlighed,2,60,17.0,Husdyr: Det er tilladt at holde 2 stk. indekat.Udgifter ud over husleje: Antenne (Stofa) og el afregnes med leverandør.Særlige vilkår: Der er fællesvaskeri. Lejer skal selv medbringe garderobeskabe og køle-/fryseskab.Yderligere info: Afdelingen i 3 etager er beliggende i Gl. Aaby. Omkring boligerne er der store grønne fællesarealer med legepladser. I afdelingen er der cykelrum. Garage kan lejes og der er mulighed for at låne selskabslokale i naboafdelingen. Fællesantenne (STOFA).,12000.0,4350.0,,405.0,,,,
191,126,al2bolig,4913,https://aarhusbolig.dk/afdelinger/?bolignr=191&selskab=126&afdeling=306&antalrum=3,56.1474513,10.1607081,Afd. 306 A. Jensensvej,Lejlighed,3,67,51.0,Husdyr: Det er tilladt at holde 2 stk. indekat.Udgifter ud over husleje: Antenne (Stofa) og el afregnes med leverandør.Særlige vilkår: Der er fællesvaskeri. Lejer skal selv medbringe garderobeskabe og køle-/fryseskab.Yderligere info: Afdelingen i 3 etager er beliggende i Gl. Aaby. Omkring boligerne er der store grønne fællesarealer med legepladser. I afdelingen er der cykelrum. Garage kan lejes og der er mulighed for at låne selskabslokale i naboafdelingen. Fællesantenne (STOFA).,13400.0,4408.0,,505.0,,,,
210,126,al2bolig,5894,https://aarhusbolig.dk/afdelinger/?bolignr=210&selskab=126&afdeling=306&antalrum=3,56.1474513,10.1607081,Afd. 306 A. Jensensvej,Lejlighed,3,76,51.0,Husdyr: Det er tilladt at holde 2 stk. indekat.Udgifter ud over husleje: Antenne (Stofa) og el afregnes med leverandør.Særlige vilkår: Der er fællesvaskeri. Lejer skal selv medbringe garderobeskabe og køle-/fryseskab.Yderligere info: Afdelingen i 3 etager er beliggende i Gl. Aaby. Omkring boligerne er der store grønne fællesarealer med legepladser. I afdelingen er der cykelrum. Garage kan lejes og der er mulighed for at låne selskabslokale i naboafdelingen. Fællesantenne (STOFA).,15200.0,5319.0,,575.0,,,,
