listingid,companyid,company,price,url,long,lat,type,rooms,size_m2,listings,deposit,rent
4023,31,bk-aarhus,6897,https://aarhusbolig.dk/afdelinger/?bolignr=4023&selskab=31&afdeling=1&antalrum=2,56.16729917,10.18904686,Lejlighed,2,70,201,10600,5366
3003,31,bk-aarhus,7642,https://aarhusbolig.dk/afdelinger/?bolignr=3003&selskab=31&afdeling=1&antalrum=3,56.16729917,10.18904686,Lejlighed,3,77,75,11100,5790
34,31,bk-aarhus,8304,https://aarhusbolig.dk/afdelinger/?bolignr=34&selskab=31&afdeling=2&antalrum=3,56.17843214,10.19509792,Rækkehus,3,102,2,25000,6033
14,31,bk-aarhus,7619,https://aarhusbolig.dk/afdelinger/?bolignr=14&selskab=31&afdeling=2&antalrum=4,56.17843214,10.19509792,Rækkehus,4,102,34,25000,6033
258,31,bk-aarhus,3119,https://aarhusbolig.dk/afdelinger/?bolignr=258&selskab=31&afdeling=3&antalrum=1,56.16789651,10.18484116,Lejlighed,1,28,15,3920,1915
256,31,bk-aarhus,4117,https://aarhusbolig.dk/afdelinger/?bolignr=256&selskab=31&afdeling=3&antalrum=1,56.16789651,10.18484116,Lejlighed,1,41,15,5740,2786
43,31,bk-aarhus,4777,https://aarhusbolig.dk/afdelinger/?bolignr=43&selskab=31&afdeling=3&antalrum=1,56.16789651,10.18484116,Lejlighed,1,50,15,7000,3378
36,31,bk-aarhus,5188,https://aarhusbolig.dk/afdelinger/?bolignr=36&selskab=31&afdeling=3&antalrum=2,56.16789651,10.18484116,Lejlighed,2,55,56,7700,3717
236,31,bk-aarhus,5774,https://aarhusbolig.dk/afdelinger/?bolignr=236&selskab=31&afdeling=3&antalrum=2,56.16789651,10.18484116,Lejlighed,2,63,56,8820,4253
53,31,bk-aarhus,6583,https://aarhusbolig.dk/afdelinger/?bolignr=53&selskab=31&afdeling=3&antalrum=3,56.16789651,10.18484116,Lejlighed,3,73,33,10220,5016
242,31,bk-aarhus,7017,https://aarhusbolig.dk/afdelinger/?bolignr=242&selskab=31&afdeling=3&antalrum=3,56.16789651,10.18484116,Lejlighed,3,78,33,10920,5325
253,31,bk-aarhus,7247,https://aarhusbolig.dk/afdelinger/?bolignr=253&selskab=31&afdeling=3&antalrum=4,56.16789651,10.18484116,Lejlighed,4,79,14,11060,5413
56,31,bk-aarhus,7973,https://aarhusbolig.dk/afdelinger/?bolignr=56&selskab=31&afdeling=3&antalrum=4,56.16789651,10.18484116,Lejlighed,4,94,14,13160,6207
89,31,bk-aarhus,4475,https://aarhusbolig.dk/afdelinger/?bolignr=89&selskab=31&afdeling=4&antalrum=1,56.16605666,10.19132137,Lejlighed,1,41,6,8000,3541
46,31,bk-aarhus,5159,https://aarhusbolig.dk/afdelinger/?bolignr=46&selskab=31&afdeling=4&antalrum=2,56.16605666,10.19132137,Lejlighed,2,65,36,10000,4604
9,31,bk-aarhus,5396,https://aarhusbolig.dk/afdelinger/?bolignr=9&selskab=31&afdeling=4&antalrum=3,56.16605666,10.19132137,Lejlighed,3,65,58,12000,4604
11,31,bk-aarhus,6216,https://aarhusbolig.dk/afdelinger/?bolignr=11&selskab=31&afdeling=4&antalrum=3,56.16605666,10.19132137,Lejlighed,3,77,58,12000,5158
39,31,bk-aarhus,7356,https://aarhusbolig.dk/afdelinger/?bolignr=39&selskab=31&afdeling=4&antalrum=4,56.16605666,10.19132137,Lejlighed,4,93,18,14000,5897
13,31,bk-aarhus,7327,https://aarhusbolig.dk/afdelinger/?bolignr=13&selskab=31&afdeling=6&antalrum=2,56.18368693,10.20578384,Rækkehus,2,67,2,9380,6735
6,31,bk-aarhus,8375,https://aarhusbolig.dk/afdelinger/?bolignr=6&selskab=31&afdeling=6&antalrum=3,56.18368693,10.20578384,Rækkehus,3,79,8,11060,7257
9,31,bk-aarhus,8452,https://aarhusbolig.dk/afdelinger/?bolignr=9&selskab=31&afdeling=6&antalrum=4,56.18368693,10.20578384,Rækkehus,4,64,8,16300,7219
2,31,bk-aarhus,13343,https://aarhusbolig.dk/afdelinger/?bolignr=2&selskab=31&afdeling=6&antalrum=4,56.18368693,10.20578384,Rækkehus,4,114,8,15960,10176
10,31,bk-aarhus,6082,https://aarhusbolig.dk/afdelinger/?bolignr=10&selskab=31&afdeling=7&antalrum=2,56.16772926,10.19170761,Lejlighed,2,67,4,11000,4947
33,31,bk-aarhus,5980,https://aarhusbolig.dk/afdelinger/?bolignr=33&selskab=31&afdeling=7&antalrum=3,56.16772926,10.19170761,Lejlighed,3,67,32,11000,4953
12,31,bk-aarhus,6849,https://aarhusbolig.dk/afdelinger/?bolignr=12&selskab=31&afdeling=7&antalrum=3,56.16772926,10.19170761,Lejlighed,3,79,32,11500,5835
13,31,bk-aarhus,7531,https://aarhusbolig.dk/afdelinger/?bolignr=13&selskab=31&afdeling=7&antalrum=4,56.16772926,10.19170761,Lejlighed,4,88,24,12500,6434
4,31,bk-aarhus,4898,https://aarhusbolig.dk/afdelinger/?bolignr=4&selskab=31&afdeling=8&antalrum=1,56.16942567,10.18569946,Lejlighed,1,42,12,5880,3855
8,31,bk-aarhus,5683,https://aarhusbolig.dk/afdelinger/?bolignr=8&selskab=31&afdeling=8&antalrum=2,56.16942567,10.18569946,Lejlighed,2,56,27,7840,4497
3,31,bk-aarhus,6841,https://aarhusbolig.dk/afdelinger/?bolignr=3&selskab=31&afdeling=8&antalrum=3,56.16942567,10.18569946,Lejlighed,3,71,24,9940,5503
12,31,bk-aarhus,7570,https://aarhusbolig.dk/afdelinger/?bolignr=12&selskab=31&afdeling=9&antalrum=3,56.17009466,10.21123409,Lejlighed,3,94,4,13160,6352
4,31,bk-aarhus,8309,https://aarhusbolig.dk/afdelinger/?bolignr=4&selskab=31&afdeling=9&antalrum=4,56.17009466,10.21123409,Lejlighed,4,107,8,14980,7180
1,31,bk-aarhus,6438,https://aarhusbolig.dk/afdelinger/?bolignr=1&selskab=31&afdeling=10&antalrum=4,56.17828882,10.19677162,Rækkehus,4,96,45,26880,5715
237,31,bk-aarhus,3920,https://aarhusbolig.dk/afdelinger/?bolignr=237&selskab=31&afdeling=11&antalrum=1,56.16682726,10.18503428,Lejlighed,1,34,17,8000,3070
224,31,bk-aarhus,4002,https://aarhusbolig.dk/afdelinger/?bolignr=224&selskab=31&afdeling=11&antalrum=1,56.16682726,10.18503428,Lejlighed,1,43,17,8000,3456
238,31,bk-aarhus,4611,https://aarhusbolig.dk/afdelinger/?bolignr=238&selskab=31&afdeling=11&antalrum=2,56.16682726,10.18503428,Lejlighed,2,51,29,10000,3920
217,31,bk-aarhus,5628,https://aarhusbolig.dk/afdelinger/?bolignr=217&selskab=31&afdeling=11&antalrum=2,56.16682726,10.18503428,Lejlighed,2,62,29,10000,4491
262,31,bk-aarhus,6400,https://aarhusbolig.dk/afdelinger/?bolignr=262&selskab=31&afdeling=11&antalrum=3,56.16682726,10.18503428,Lejlighed,3,69,25,12000,5008
216,31,bk-aarhus,6639,https://aarhusbolig.dk/afdelinger/?bolignr=216&selskab=31&afdeling=11&antalrum=3,56.16682726,10.18503428,Lejlighed,3,79,25,12000,5563
223,31,bk-aarhus,6643,https://aarhusbolig.dk/afdelinger/?bolignr=223&selskab=31&afdeling=11&antalrum=4,56.16682726,10.18503428,Lejlighed,4,80,7,14000,5566
208,31,bk-aarhus,7352,https://aarhusbolig.dk/afdelinger/?bolignr=208&selskab=31&afdeling=11&antalrum=4,56.16682726,10.18503428,Lejlighed,4,91,7,14000,6179
23,31,bk-aarhus,5102,https://aarhusbolig.dk/afdelinger/?bolignr=23&selskab=31&afdeling=12&antalrum=2,56.17219712,10.17977715,Lejlighed,2,67,19,9380,4084
6,31,bk-aarhus,6150,https://aarhusbolig.dk/afdelinger/?bolignr=6&selskab=31&afdeling=12&antalrum=3,56.17219712,10.17977715,Lejlighed,3,79,39,11060,4827
26,31,bk-aarhus,6966,https://aarhusbolig.dk/afdelinger/?bolignr=26&selskab=31&afdeling=12&antalrum=4,56.17219712,10.17977715,Lejlighed,4,90,12,12600,5493
347,31,bk-aarhus,3740,https://aarhusbolig.dk/afdelinger/?bolignr=347&selskab=31&afdeling=13&antalrum=1,56.17309302,10.18205166,Lejlighed,1,37,10,8000,3159
333,31,bk-aarhus,4523,https://aarhusbolig.dk/afdelinger/?bolignr=333&selskab=31&afdeling=13&antalrum=2,56.17309302,10.18205166,Lejlighed,2,53,30,10000,3910
332,31,bk-aarhus,5137,https://aarhusbolig.dk/afdelinger/?bolignr=332&selskab=31&afdeling=13&antalrum=2,56.17309302,10.18205166,Lejlighed,2,65,30,10000,4432
351,31,bk-aarhus,6072,https://aarhusbolig.dk/afdelinger/?bolignr=351&selskab=31&afdeling=13&antalrum=2,56.17309302,10.18205166,Lejlighed,2,74,30,10000,4926
309,31,bk-aarhus,5596,https://aarhusbolig.dk/afdelinger/?bolignr=309&selskab=31&afdeling=13&antalrum=3,56.17309302,10.18205166,Lejlighed,3,72,92,12000,4760
301,31,bk-aarhus,6387,https://aarhusbolig.dk/afdelinger/?bolignr=301&selskab=31&afdeling=13&antalrum=3,56.17309302,10.18205166,Lejlighed,3,82,92,12000,5272
364,31,bk-aarhus,6869,https://aarhusbolig.dk/afdelinger/?bolignr=364&selskab=31&afdeling=13&antalrum=4,56.17309302,10.18205166,Lejlighed,4,90,8,14000,5653
38,31,bk-aarhus,3613,https://aarhusbolig.dk/afdelinger/?bolignr=38&selskab=31&afdeling=14&antalrum=1,56.17089504,10.21144867,Lejlighed,1,40,10,5600,3171
24,31,bk-aarhus,5492,https://aarhusbolig.dk/afdelinger/?bolignr=24&selskab=31&afdeling=14&antalrum=2,56.17089504,10.21144867,Lejlighed,2,61,23,8540,4832
33,31,bk-aarhus,6991,https://aarhusbolig.dk/afdelinger/?bolignr=33&selskab=31&afdeling=14&antalrum=3,56.17089504,10.21144867,Lejlighed,3,76,2,10640,6023
7028,31,bk-aarhus,3318,https://aarhusbolig.dk/afdelinger/?bolignr=7028&selskab=31&afdeling=15&antalrum=1,56.1671797,10.18724442,Lejlighed,1,39,19,8400,2594
7007,31,bk-aarhus,4472,https://aarhusbolig.dk/afdelinger/?bolignr=7007&selskab=31&afdeling=15&antalrum=2,56.1671797,10.18724442,Lejlighed,2,57,79,8900,3714
6030,31,bk-aarhus,6178,https://aarhusbolig.dk/afdelinger/?bolignr=6030&selskab=31&afdeling=15&antalrum=3,56.1671797,10.18724442,Lejlighed,3,82,87,11900,5309
8046,31,bk-aarhus,7312,https://aarhusbolig.dk/afdelinger/?bolignr=8046&selskab=31&afdeling=15&antalrum=4,56.1671797,10.18724442,Lejlighed,4,98,26,13678,6349
560,31,bk-aarhus,4158,https://aarhusbolig.dk/afdelinger/?bolignr=560&selskab=31&afdeling=16&antalrum=1,56.17443085,10.18069983,Lejlighed,1,42,9,8000,3067
473,31,bk-aarhus,4639,https://aarhusbolig.dk/afdelinger/?bolignr=473&selskab=31&afdeling=16&antalrum=2,56.17443085,10.18069983,Lejlighed,2,53,52,10000,3691
472,31,bk-aarhus,5026,https://aarhusbolig.dk/afdelinger/?bolignr=472&selskab=31&afdeling=16&antalrum=2,56.17443085,10.18069983,Lejlighed,2,65,52,10000,4148
571,31,bk-aarhus,5207,https://aarhusbolig.dk/afdelinger/?bolignr=571&selskab=31&afdeling=16&antalrum=2,56.17443085,10.18069983,Lejlighed,2,70,52,10000,4366
498,31,bk-aarhus,5261,https://aarhusbolig.dk/afdelinger/?bolignr=498&selskab=31&afdeling=16&antalrum=3,56.17443085,10.18069983,Lejlighed,3,69,66,12000,4178
521,31,bk-aarhus,6536,https://aarhusbolig.dk/afdelinger/?bolignr=521&selskab=31&afdeling=16&antalrum=3,56.17443085,10.18069983,Lejlighed,3,78,66,12000,4749
441,31,bk-aarhus,5959,https://aarhusbolig.dk/afdelinger/?bolignr=441&selskab=31&afdeling=16&antalrum=3,56.17443085,10.18069983,Lejlighed,3,82,66,12000,4971
502,31,bk-aarhus,6399,https://aarhusbolig.dk/afdelinger/?bolignr=502&selskab=31&afdeling=16&antalrum=4,56.17443085,10.18069983,Lejlighed,4,90,13,14000,5355
754,31,bk-aarhus,4169,https://aarhusbolig.dk/afdelinger/?bolignr=754&selskab=31&afdeling=17&antalrum=1,56.13565052,10.1768589,Lejlighed,1,37,10,8000,3704
686,31,bk-aarhus,6341,https://aarhusbolig.dk/afdelinger/?bolignr=686&selskab=31&afdeling=17&antalrum=2,56.13565052,10.1768589,Lejlighed,2,67,36,10000,5161
619,31,bk-aarhus,6740,https://aarhusbolig.dk/afdelinger/?bolignr=619&selskab=31&afdeling=17&antalrum=3,56.13565052,10.1768589,Lejlighed,3,79,85,12000,5836
634,31,bk-aarhus,6986,https://aarhusbolig.dk/afdelinger/?bolignr=634&selskab=31&afdeling=17&antalrum=3,56.13565052,10.1768589,Lejlighed,3,83,85,12000,5932
726,31,bk-aarhus,7275,https://aarhusbolig.dk/afdelinger/?bolignr=726&selskab=31&afdeling=17&antalrum=3,56.13565052,10.1768589,Lejlighed,3,86,85,12000,6034
628,31,bk-aarhus,7319,https://aarhusbolig.dk/afdelinger/?bolignr=628&selskab=31&afdeling=17&antalrum=4,56.13565052,10.1768589,Lejlighed,4,89,33,14000,6221
687,31,bk-aarhus,7918,https://aarhusbolig.dk/afdelinger/?bolignr=687&selskab=31&afdeling=17&antalrum=4,56.13565052,10.1768589,Lejlighed,4,93,33,14000,6418
41,31,bk-aarhus,6568,https://aarhusbolig.dk/afdelinger/?bolignr=41&selskab=31&afdeling=18&antalrum=3,56.17040526,10.21050453,Lejlighed,3,85,28,11900,5687
7,31,bk-aarhus,7137,https://aarhusbolig.dk/afdelinger/?bolignr=7&selskab=31&afdeling=18&antalrum=3,56.17040526,10.21050453,Lejlighed,3,95,28,12200,6211
17,31,bk-aarhus,7613,https://aarhusbolig.dk/afdelinger/?bolignr=17&selskab=31&afdeling=18&antalrum=4,56.17040526,10.21050453,Lejlighed,4,98,14,13720,6433
4,31,bk-aarhus,9098,https://aarhusbolig.dk/afdelinger/?bolignr=4&selskab=31&afdeling=18&antalrum=5,56.17040526,10.21050453,Lejlighed,5,128,4,17920,7908
6,31,bk-aarhus,3666,https://aarhusbolig.dk/afdelinger/?bolignr=6&selskab=31&afdeling=19&antalrum=1,56.17152817,10.17947674,Lejlighed,1,44,12,6160,2894
1,31,bk-aarhus,5066,https://aarhusbolig.dk/afdelinger/?bolignr=1&selskab=31&afdeling=19&antalrum=2,56.17152817,10.17947674,Lejlighed,2,61,42,8540,3917
39,31,bk-aarhus,5937,https://aarhusbolig.dk/afdelinger/?bolignr=39&selskab=31&afdeling=19&antalrum=3,56.17152817,10.17947674,Lejlighed,3,76,10,11600,4784
21,31,bk-aarhus,7156,https://aarhusbolig.dk/afdelinger/?bolignr=21&selskab=31&afdeling=19&antalrum=4,56.17152817,10.17947674,Lejlighed,4,83,8,11620,5405
84,31,bk-aarhus,4456,https://aarhusbolig.dk/afdelinger/?bolignr=84&selskab=31&afdeling=20&antalrum=1,56.17728555,10.20039797,Lejlighed,1,41,5,7200,2988
53,31,bk-aarhus,6287,https://aarhusbolig.dk/afdelinger/?bolignr=53&selskab=31&afdeling=20&antalrum=2,56.17728555,10.20039797,Lejlighed,2,67,39,9700,4514
56,31,bk-aarhus,6958,https://aarhusbolig.dk/afdelinger/?bolignr=56&selskab=31&afdeling=20&antalrum=3,56.17728555,10.20039797,Lejlighed,3,79,48,10200,5213
62,31,bk-aarhus,7827,https://aarhusbolig.dk/afdelinger/?bolignr=62&selskab=31&afdeling=20&antalrum=4,56.17728555,10.20039797,Lejlighed,4,93,22,11200,6019
166,31,bk-aarhus,9166,https://aarhusbolig.dk/afdelinger/?bolignr=166&selskab=31&afdeling=20&antalrum=5,56.17728555,10.20039797,Lejlighed,5,98,1,23618,7111
80,31,bk-aarhus,3370,https://aarhusbolig.dk/afdelinger/?bolignr=80&selskab=31&afdeling=22&antalrum=1,56.18368693,10.19762993,Lejlighed,1,35,27,4000,2585
81,31,bk-aarhus,5743,https://aarhusbolig.dk/afdelinger/?bolignr=81&selskab=31&afdeling=22&antalrum=2,56.18368693,10.19762993,Lejlighed,2,60,36,8400,4389
82,31,bk-aarhus,7526,https://aarhusbolig.dk/afdelinger/?bolignr=82&selskab=31&afdeling=22&antalrum=3,56.18368693,10.19762993,Lejlighed,3,82,36,12700,5947
55,31,bk-aarhus,8474,https://aarhusbolig.dk/afdelinger/?bolignr=55&selskab=31&afdeling=22&antalrum=4,56.18368693,10.19762993,Lejlighed,4,91,48,12700,6581
809,31,bk-aarhus,3990,https://aarhusbolig.dk/afdelinger/?bolignr=809&selskab=31&afdeling=23&antalrum=1,56.18695887,10.19711494,Lejlighed,1,42,42,8000,3175
932,31,bk-aarhus,5512,https://aarhusbolig.dk/afdelinger/?bolignr=932&selskab=31&afdeling=23&antalrum=2,56.18695887,10.19711494,Lejlighed,2,63,59,10000,4256
856,31,bk-aarhus,6206,https://aarhusbolig.dk/afdelinger/?bolignr=856&selskab=31&afdeling=23&antalrum=2,56.18695887,10.19711494,Lejlighed,2,71,59,10000,4734
1098,31,bk-aarhus,6752,https://aarhusbolig.dk/afdelinger/?bolignr=1098&selskab=31&afdeling=23&antalrum=2,56.18695887,10.19711494,Lejlighed,2,74,59,13300,5643
1063,31,bk-aarhus,6585,https://aarhusbolig.dk/afdelinger/?bolignr=1063&selskab=31&afdeling=23&antalrum=2,56.18695887,10.19711494,Tilgængelighedsbolig,2,76,6,13700,5454
823,31,bk-aarhus,6464,https://aarhusbolig.dk/afdelinger/?bolignr=823&selskab=31&afdeling=23&antalrum=3,56.18695887,10.19711494,Lejlighed,3,85,151,12000,5336
1061,31,bk-aarhus,7753,https://aarhusbolig.dk/afdelinger/?bolignr=1061&selskab=31&afdeling=23&antalrum=3,56.18695887,10.19711494,Tilgængelighedsbolig,3,88,30,15800,6259
1051,31,bk-aarhus,8744,https://aarhusbolig.dk/afdelinger/?bolignr=1051&selskab=31&afdeling=23&antalrum=3,56.18695887,10.19711494,Lejlighed,3,101,151,18200,7651
807,31,bk-aarhus,7736,https://aarhusbolig.dk/afdelinger/?bolignr=807&selskab=31&afdeling=23&antalrum=4,56.18695887,10.19711494,Lejlighed,4,97,16,14000,5903
1105,31,bk-aarhus,10998,https://aarhusbolig.dk/afdelinger/?bolignr=1105&selskab=31&afdeling=23&antalrum=5,56.18695887,10.19711494,Lejlighed,5,128,7,23000,9125
8,31,bk-aarhus,4249,https://aarhusbolig.dk/afdelinger/?bolignr=8&selskab=31&afdeling=24&antalrum=1,56.13988301,10.17861843,Lejlighed,1,46,9,8974,3439
7,31,bk-aarhus,5645,https://aarhusbolig.dk/afdelinger/?bolignr=7&selskab=31&afdeling=24&antalrum=2,56.13988301,10.17861843,Lejlighed,2,62,21,10539,4397
6,31,bk-aarhus,6890,https://aarhusbolig.dk/afdelinger/?bolignr=6&selskab=31&afdeling=24&antalrum=3,56.13988301,10.17861843,Lejlighed,3,82,22,12522,5570
51,31,bk-aarhus,7187,https://aarhusbolig.dk/afdelinger/?bolignr=51&selskab=31&afdeling=24&antalrum=4,56.13988301,10.17861843,Lejlighed,4,93,8,13718,6268
1184,31,bk-aarhus,3358,https://aarhusbolig.dk/afdelinger/?bolignr=1184&selskab=31&afdeling=25&antalrum=1,56.17988922,10.20260811,Lejlighed,1,38,51,8000,2631
1342,31,bk-aarhus,5131,https://aarhusbolig.dk/afdelinger/?bolignr=1342&selskab=31&afdeling=25&antalrum=2,56.17988922,10.20260811,Lejlighed,2,52,106,10000,3133
1126,31,bk-aarhus,5046,https://aarhusbolig.dk/afdelinger/?bolignr=1126&selskab=31&afdeling=25&antalrum=2,56.17988922,10.20260811,Lejlighed,2,75,106,10000,3986
1103,31,bk-aarhus,5986,https://aarhusbolig.dk/afdelinger/?bolignr=1103&selskab=31&afdeling=25&antalrum=3,56.17988922,10.20260811,Lejlighed,3,86,176,12000,4345
1125,31,bk-aarhus,6421,https://aarhusbolig.dk/afdelinger/?bolignr=1125&selskab=31&afdeling=25&antalrum=4,56.17988922,10.20260811,Lejlighed,4,96,70,14000,4744
26,31,bk-aarhus,8011,https://aarhusbolig.dk/afdelinger/?bolignr=26&selskab=31&afdeling=26&antalrum=3,56.16827881,10.19278049,Lejlighed,3,92,14,11512,6703
1,31,bk-aarhus,9158,https://aarhusbolig.dk/afdelinger/?bolignr=1&selskab=31&afdeling=26&antalrum=4,56.16827881,10.19278049,Lejlighed,4,110,18,14168,7978
1748,31,bk-aarhus,4527,https://aarhusbolig.dk/afdelinger/?bolignr=1748&selskab=31&afdeling=27&antalrum=1,56.16836243,10.17379045,Lejlighed,1,38,3,8000,3734
1620,31,bk-aarhus,7162,https://aarhusbolig.dk/afdelinger/?bolignr=1620&selskab=31&afdeling=27&antalrum=2,56.16836243,10.17379045,Lejlighed,2,74,58,10000,5639
1603,31,bk-aarhus,7452,https://aarhusbolig.dk/afdelinger/?bolignr=1603&selskab=31&afdeling=27&antalrum=3,56.16836243,10.17379045,Lejlighed,3,84,97,12000,6152
1619,31,bk-aarhus,8873,https://aarhusbolig.dk/afdelinger/?bolignr=1619&selskab=31&afdeling=27&antalrum=4,56.16836243,10.17379045,Lejlighed,4,94,37,14000,6660
2022,31,bk-aarhus,6189,https://aarhusbolig.dk/afdelinger/?bolignr=2022&selskab=31&afdeling=28&antalrum=1,56.18800965,10.19664288,Lejlighed,1,53,16,8000,4432
1901,31,bk-aarhus,7121,https://aarhusbolig.dk/afdelinger/?bolignr=1901&selskab=31&afdeling=28&antalrum=2,56.18800965,10.19664288,Lejlighed,2,65,76,10000,4959
1911,31,bk-aarhus,8178,https://aarhusbolig.dk/afdelinger/?bolignr=1911&selskab=31&afdeling=28&antalrum=2,56.18800965,10.19664288,Lejlighed,2,88,76,10000,5999
2030,31,bk-aarhus,8057,https://aarhusbolig.dk/afdelinger/?bolignr=2030&selskab=31&afdeling=28&antalrum=3,56.18800965,10.19664288,Lejlighed,3,88,76,12000,5999
1902,31,bk-aarhus,8765,https://aarhusbolig.dk/afdelinger/?bolignr=1902&selskab=31&afdeling=28&antalrum=3,56.18800965,10.19664288,Lejlighed,3,100,76,12000,6515
2021,31,bk-aarhus,10097,https://aarhusbolig.dk/afdelinger/?bolignr=2021&selskab=31&afdeling=28&antalrum=4,56.18800965,10.19664288,Lejlighed,4,111,48,14000,7040
125,31,bk-aarhus,5791,https://aarhusbolig.dk/afdelinger/?bolignr=125&selskab=31&afdeling=29&antalrum=2,56.18148956,10.19610643,Lejlighed,2,70,47,12200,4983
114,31,bk-aarhus,7429,https://aarhusbolig.dk/afdelinger/?bolignr=114&selskab=31&afdeling=29&antalrum=3,56.18148956,10.19610643,Lejlighed,3,100,110,5000,6589
113,31,bk-aarhus,8969,https://aarhusbolig.dk/afdelinger/?bolignr=113&selskab=31&afdeling=29&antalrum=4,56.18148956,10.19610643,Lejlighed,4,114,52,16492,7348
2196,31,bk-aarhus,5741,https://aarhusbolig.dk/afdelinger/?bolignr=2196&selskab=31&afdeling=30&antalrum=2,56.26113538,10.07184505,Lejlighed,2,60,50,10000,4583
2198,31,bk-aarhus,6956,https://aarhusbolig.dk/afdelinger/?bolignr=2198&selskab=31&afdeling=30&antalrum=2,56.26113538,10.07184505,Lejlighed,2,77,50,10000,5290
2217,31,bk-aarhus,7626,https://aarhusbolig.dk/afdelinger/?bolignr=2217&selskab=31&afdeling=30&antalrum=3,56.26113538,10.07184505,Lejlighed,3,94,32,12000,6002
2209,31,bk-aarhus,7542,https://aarhusbolig.dk/afdelinger/?bolignr=2209&selskab=31&afdeling=30&antalrum=4,56.26113538,10.07184505,Lejlighed,4,94,22,14000,6002
2698,31,bk-aarhus,2032,https://aarhusbolig.dk/afdelinger/?bolignr=2698&selskab=31&afdeling=31&antalrum=1,56.18251661,10.16574383,Lejlighed,1,23,5,4000,1674
2700,31,bk-aarhus,2464,https://aarhusbolig.dk/afdelinger/?bolignr=2700&selskab=31&afdeling=31&antalrum=1,56.18251661,10.16574383,Lejlighed,1,35,5,4000,2207
2517,31,bk-aarhus,5453,https://aarhusbolig.dk/afdelinger/?bolignr=2517&selskab=31&afdeling=31&antalrum=2,56.18251661,10.16574383,Lejlighed,2,71,72,10000,5137
2518,31,bk-aarhus,6803,https://aarhusbolig.dk/afdelinger/?bolignr=2518&selskab=31&afdeling=31&antalrum=3,56.18251661,10.16574383,Lejlighed,3,91,92,12000,6097
2502,31,bk-aarhus,7037,https://aarhusbolig.dk/afdelinger/?bolignr=2502&selskab=31&afdeling=31&antalrum=3,56.18251661,10.16574383,Lejlighed,3,100,92,12000,6527
2501,31,bk-aarhus,8533,https://aarhusbolig.dk/afdelinger/?bolignr=2501&selskab=31&afdeling=31&antalrum=4,56.18251661,10.16574383,Lejlighed,4,113,30,14000,7163
2308,31,bk-aarhus,5691,https://aarhusbolig.dk/afdelinger/?bolignr=2308&selskab=31&afdeling=32&antalrum=2,56.26099236,10.07008553,Rækkehus,2,58,50,10000,5174
2310,31,bk-aarhus,5687,https://aarhusbolig.dk/afdelinger/?bolignr=2310&selskab=31&afdeling=32&antalrum=2,56.26099236,10.07008553,Rækkehus,2,59,50,10000,5175
2300,31,bk-aarhus,7735,https://aarhusbolig.dk/afdelinger/?bolignr=2300&selskab=31&afdeling=32&antalrum=3,56.26099236,10.07008553,Rækkehus,3,84,82,12000,6561
2,31,bk-aarhus,3612,https://aarhusbolig.dk/afdelinger/?bolignr=2&selskab=31&afdeling=33&antalrum=1,56.16832659,10.19312382,Lejlighed,1,45,10,6300,3161
1,31,bk-aarhus,6774,https://aarhusbolig.dk/afdelinger/?bolignr=1&selskab=31&afdeling=33&antalrum=2,56.16832659,10.19312382,Lejlighed,2,83,16,7900,5739
3,31,bk-aarhus,7033,https://aarhusbolig.dk/afdelinger/?bolignr=3&selskab=31&afdeling=33&antalrum=3,56.16832659,10.19312382,Lejlighed,3,89,16,12549,6139
36,31,bk-aarhus,8836,https://aarhusbolig.dk/afdelinger/?bolignr=36&selskab=31&afdeling=33&antalrum=4,56.16832659,10.19312382,Lejlighed,4,106,8,10100,7296
1,31,bk-aarhus,6066,https://aarhusbolig.dk/afdelinger/?bolignr=1&selskab=31&afdeling=34&antalrum=2,56.28458237,10.21507502,Rækkehus,2,69,24,8750,5708
9,31,bk-aarhus,6314,https://aarhusbolig.dk/afdelinger/?bolignr=9&selskab=31&afdeling=34&antalrum=3,56.28458237,10.21507502,Rækkehus,3,74,13,9400,6082
15,31,bk-aarhus,7228,https://aarhusbolig.dk/afdelinger/?bolignr=15&selskab=31&afdeling=34&antalrum=3,56.28458237,10.21507502,Rækkehus,3,84,13,10580,6821
31,31,bk-aarhus,8474,https://aarhusbolig.dk/afdelinger/?bolignr=31&selskab=31&afdeling=34&antalrum=4,56.28458237,10.21507502,Rækkehus,4,103,4,13050,8223
2701,31,bk-aarhus,4753,https://aarhusbolig.dk/afdelinger/?bolignr=2701&selskab=31&afdeling=35&antalrum=1,56.19243337,10.19106388,Lejlighed,1,49,9,8000,4431
2702,31,bk-aarhus,6438,https://aarhusbolig.dk/afdelinger/?bolignr=2702&selskab=31&afdeling=35&antalrum=2,56.19243337,10.19106388,Lejlighed,2,69,20,10000,5935
2706,31,bk-aarhus,7670,https://aarhusbolig.dk/afdelinger/?bolignr=2706&selskab=31&afdeling=35&antalrum=3,56.19243337,10.19106388,Lejlighed,3,80,51,12000,6546
2758,31,bk-aarhus,7810,https://aarhusbolig.dk/afdelinger/?bolignr=2758&selskab=31&afdeling=35&antalrum=4,56.19243337,10.19106388,Lejlighed,4,91,4,14000,7135
2801,31,bk-aarhus,7694,https://aarhusbolig.dk/afdelinger/?bolignr=2801&selskab=31&afdeling=36&antalrum=2,56.14860954,10.19859552,Lejlighed,2,69,13,10000,6939
