listingid,companyid,company,price,url,long,lat,type,rooms,size_m2,listings,deposit,rent
5,45,oestjyskbolig,5515,https://aarhusbolig.dk/afdelinger/?bolignr=5&selskab=45&afdeling=85&antalrum=2,56.091293,9.77123,Rækkehus,2,59,16,11800,4957
10,45,oestjyskbolig,8256,https://aarhusbolig.dk/afdelinger/?bolignr=10&selskab=45&afdeling=85&antalrum=3,56.091293,9.77123,Rækkehus,3,84,31,16800,7001
8,45,oestjyskbolig,7951,https://aarhusbolig.dk/afdelinger/?bolignr=8&selskab=45&afdeling=85&antalrum=3,56.091293,9.77123,Rækkehus,3,85,31,17000,7195
9,45,oestjyskbolig,8847,https://aarhusbolig.dk/afdelinger/?bolignr=9&selskab=45&afdeling=85&antalrum=4,56.091293,9.77123,Rækkehus,4,95,8,18940,7973
1,45,oestjyskbolig,6303,https://aarhusbolig.dk/afdelinger/?bolignr=1&selskab=45&afdeling=87&antalrum=2,56.070411,9.698822,Rækkehus,2,80,4,16000,5878
3,45,oestjyskbolig,7582,https://aarhusbolig.dk/afdelinger/?bolignr=3&selskab=45&afdeling=87&antalrum=3,56.070411,9.698822,Rækkehus,3,95,2,19000,6982
5,45,oestjyskbolig,8085,https://aarhusbolig.dk/afdelinger/?bolignr=5&selskab=45&afdeling=87&antalrum=4,56.070411,9.698822,Rækkehus,4,95,2,19000,6982
39,45,oestjyskbolig,7185,https://aarhusbolig.dk/afdelinger/?bolignr=39&selskab=45&afdeling=88&antalrum=2,56.081511,9.781996,Rækkehus,2,65,1,17683,6150
40,45,oestjyskbolig,7430,https://aarhusbolig.dk/afdelinger/?bolignr=40&selskab=45&afdeling=88&antalrum=2,56.081511,9.781996,Lejlighed,2,66,1,17957,6207
26,45,oestjyskbolig,7985,https://aarhusbolig.dk/afdelinger/?bolignr=26&selskab=45&afdeling=88&antalrum=3,56.081511,9.781996,Rækkehus,3,83,20,23088,7152
1,45,oestjyskbolig,8009,https://aarhusbolig.dk/afdelinger/?bolignr=1&selskab=45&afdeling=88&antalrum=3,56.081511,9.781996,Rækkehus,3,84,20,23546,7175
15,45,oestjyskbolig,8919,https://aarhusbolig.dk/afdelinger/?bolignr=15&selskab=45&afdeling=88&antalrum=4,56.081511,9.781996,Rækkehus,4,100,14,26108,8086
3,45,oestjyskbolig,9325,https://aarhusbolig.dk/afdelinger/?bolignr=3&selskab=45&afdeling=88&antalrum=4,56.081511,9.781996,Rækkehus,4,107,14,27768,8478
52,45,oestjyskbolig,8124,https://aarhusbolig.dk/afdelinger/?bolignr=52&selskab=45&afdeling=89&antalrum=3,56.09071444,9.788818359,Rækkehus,3,89,12,34320,7490
17,45,oestjyskbolig,8415,https://aarhusbolig.dk/afdelinger/?bolignr=17&selskab=45&afdeling=89&antalrum=3,56.09071444,9.788818359,Rækkehus,3,94,12,35599,7771
16,45,oestjyskbolig,8911,https://aarhusbolig.dk/afdelinger/?bolignr=16&selskab=45&afdeling=89&antalrum=4,56.09071444,9.788818359,Rækkehus,4,100,39,37124,8104
14,45,oestjyskbolig,9196,https://aarhusbolig.dk/afdelinger/?bolignr=14&selskab=45&afdeling=89&antalrum=4,56.09071444,9.788818359,Rækkehus,4,105,39,38378,8378
20,45,oestjyskbolig,9785,https://aarhusbolig.dk/afdelinger/?bolignr=20&selskab=45&afdeling=89&antalrum=4,56.09071444,9.788818359,Rækkehus,4,116,39,40986,8945
15,45,oestjyskbolig,9785,https://aarhusbolig.dk/afdelinger/?bolignr=15&selskab=45&afdeling=89&antalrum=5,56.09071444,9.788818359,Rækkehus,5,116,2,40986,8945
2,45,oestjyskbolig,8245,https://aarhusbolig.dk/afdelinger/?bolignr=2&selskab=45&afdeling=90&antalrum=3,56.069636,9.690276,Rækkehus,3,81,8,34066,7376
3,45,oestjyskbolig,9320,https://aarhusbolig.dk/afdelinger/?bolignr=3&selskab=45&afdeling=90&antalrum=4,56.069636,9.690276,Rækkehus,4,96,13,37876,8220
1,45,oestjyskbolig,10431,https://aarhusbolig.dk/afdelinger/?bolignr=1&selskab=45&afdeling=90&antalrum=5,56.069636,9.690276,Rækkehus,5,115,12,42811,9291
22,126,al2bolig,4729,https://aarhusbolig.dk/afdelinger/?bolignr=22&selskab=126&afdeling=101&antalrum=2,56.1531766,10.1721616,Lejlighed,2,56,70,11200,4164
57,126,al2bolig,5867,https://aarhusbolig.dk/afdelinger/?bolignr=57&selskab=126&afdeling=101&antalrum=2,56.1531766,10.1721616,Lejlighed,2,73,70,14540,5272
70,126,al2bolig,5787,https://aarhusbolig.dk/afdelinger/?bolignr=70&selskab=126&afdeling=101&antalrum=3,56.1531766,10.1721616,Lejlighed,3,65,38,13000,5164
2,126,al2bolig,5955,https://aarhusbolig.dk/afdelinger/?bolignr=2&selskab=126&afdeling=101&antalrum=3,56.1531766,10.1721616,Lejlighed,3,75,38,15000,5312
107,126,al2bolig,8074,https://aarhusbolig.dk/afdelinger/?bolignr=107&selskab=126&afdeling=101&antalrum=4,56.1531766,10.1721616,Lejlighed,4,108,5,21600,7126
149,126,al2bolig,5856,https://aarhusbolig.dk/afdelinger/?bolignr=149&selskab=126&afdeling=103&antalrum=4,56.1513313,10.1553949,Rækkehus,4,100,9,20000,5856
152,126,al2bolig,6355,https://aarhusbolig.dk/afdelinger/?bolignr=152&selskab=126&afdeling=104&antalrum=3,56.1455015,10.1557098,Rækkehus,3,75,8,15000,5647
163,126,al2bolig,5036,https://aarhusbolig.dk/afdelinger/?bolignr=163&selskab=126&afdeling=105&antalrum=2,56.1502302,10.1535078,Lejlighed,2,67,18,13400,4171
209,126,al2bolig,5172,https://aarhusbolig.dk/afdelinger/?bolignr=209&selskab=126&afdeling=105&antalrum=3,56.1502302,10.1535078,Lejlighed,3,69,119,13800,4266
186,126,al2bolig,5606,https://aarhusbolig.dk/afdelinger/?bolignr=186&selskab=126&afdeling=105&antalrum=3,56.1502302,10.1535078,Lejlighed,3,74,119,14800,4570
179,126,al2bolig,6608,https://aarhusbolig.dk/afdelinger/?bolignr=179&selskab=126&afdeling=105&antalrum=4,56.1502302,10.1535078,Lejlighed,4,83,73,16600,5556
456,126,al2bolig,3585,https://aarhusbolig.dk/afdelinger/?bolignr=456&selskab=126&afdeling=107&antalrum=1,56.1566063,10.1751789,Lejlighed,1,42,3,8400,2994
400,126,al2bolig,4103,https://aarhusbolig.dk/afdelinger/?bolignr=400&selskab=126&afdeling=107&antalrum=2,56.1566063,10.1751789,Lejlighed,2,50,10,10000,3393
419,126,al2bolig,5159,https://aarhusbolig.dk/afdelinger/?bolignr=419&selskab=126&afdeling=107&antalrum=2,56.1566063,10.1751789,Lejlighed,2,64,10,12800,4432
451,126,al2bolig,6201,https://aarhusbolig.dk/afdelinger/?bolignr=451&selskab=126&afdeling=107&antalrum=3,56.1566063,10.1751789,Lejlighed,3,76,64,15200,5248
475,126,al2bolig,6925,https://aarhusbolig.dk/afdelinger/?bolignr=475&selskab=126&afdeling=107&antalrum=3,56.1566063,10.1751789,Lejlighed,3,80,64,16000,5875
470,126,al2bolig,7198,https://aarhusbolig.dk/afdelinger/?bolignr=470&selskab=126&afdeling=107&antalrum=4,56.1566063,10.1751789,Lejlighed,4,89,10,17800,6123
485,126,al2bolig,7988,https://aarhusbolig.dk/afdelinger/?bolignr=485&selskab=126&afdeling=107&antalrum=4,56.1566063,10.1751789,Lejlighed,4,91,10,18200,6584
505,126,al2bolig,3035,https://aarhusbolig.dk/afdelinger/?bolignr=505&selskab=126&afdeling=108&antalrum=1,56.1549196,10.1473249,Lejlighed,1,33,18,6600,2532
507,126,al2bolig,5156,https://aarhusbolig.dk/afdelinger/?bolignr=507&selskab=126&afdeling=108&antalrum=2,56.1549196,10.1473249,Lejlighed,2,61,34,12200,4447
501,126,al2bolig,6578,https://aarhusbolig.dk/afdelinger/?bolignr=501&selskab=126&afdeling=108&antalrum=3,56.1549196,10.1473249,Lejlighed,3,76,23,15200,5496
562,126,al2bolig,7424,https://aarhusbolig.dk/afdelinger/?bolignr=562&selskab=126&afdeling=108&antalrum=4,56.1549196,10.1473249,Lejlighed,4,91,6,18200,6381
613,126,al2bolig,2733,https://aarhusbolig.dk/afdelinger/?bolignr=613&selskab=126&afdeling=109&antalrum=1,56.1558974,10.1459652,Lejlighed,1,37,6,7400,2423
615,126,al2bolig,5070,https://aarhusbolig.dk/afdelinger/?bolignr=615&selskab=126&afdeling=109&antalrum=2,56.1558974,10.1459652,Lejlighed,2,71,6,14200,4480
602,126,al2bolig,5781,https://aarhusbolig.dk/afdelinger/?bolignr=602&selskab=126&afdeling=109&antalrum=3,56.1558974,10.1459652,Lejlighed,3,81,48,16200,5131
614,126,al2bolig,6472,https://aarhusbolig.dk/afdelinger/?bolignr=614&selskab=126&afdeling=109&antalrum=4,56.1558974,10.1459652,Lejlighed,4,90,12,18000,5702
601,126,al2bolig,6930,https://aarhusbolig.dk/afdelinger/?bolignr=601&selskab=126&afdeling=109&antalrum=4,56.1558974,10.1459652,Lejlighed,4,97,12,19400,6150
635,126,al2bolig,7824,https://aarhusbolig.dk/afdelinger/?bolignr=635&selskab=126&afdeling=109&antalrum=5,56.1558974,10.1459652,Lejlighed,5,110,6,22000,6944
711,126,al2bolig,3388,https://aarhusbolig.dk/afdelinger/?bolignr=711&selskab=126&afdeling=110&antalrum=1,56.1490565,10.1452914,Lejlighed,1,35,12,7000,2538
747,126,al2bolig,4669,https://aarhusbolig.dk/afdelinger/?bolignr=747&selskab=126&afdeling=110&antalrum=1,56.1490565,10.1452914,Tilgængelighedsbolig,1,52,3,14940,3976
702,126,al2bolig,4960,https://aarhusbolig.dk/afdelinger/?bolignr=702&selskab=126&afdeling=110&antalrum=2,56.1490565,10.1452914,Lejlighed,2,51,31,10200,3982
738,126,al2bolig,6856,https://aarhusbolig.dk/afdelinger/?bolignr=738&selskab=126&afdeling=110&antalrum=2,56.1490565,10.1452914,Tilgængelighedsbolig,2,75,6,22170,5856
701,126,al2bolig,7531,https://aarhusbolig.dk/afdelinger/?bolignr=701&selskab=126&afdeling=110&antalrum=3,56.1490565,10.1452914,Lejlighed,3,91,72,18200,6435
737,126,al2bolig,8293,https://aarhusbolig.dk/afdelinger/?bolignr=737&selskab=126&afdeling=110&antalrum=3,56.1490565,10.1452914,Tilgængelighedsbolig,3,93,15,28020,7401
710,126,al2bolig,9027,https://aarhusbolig.dk/afdelinger/?bolignr=710&selskab=126&afdeling=110&antalrum=4,56.1490565,10.1452914,Lejlighed,4,107,11,21400,7883
746,126,al2bolig,11172,https://aarhusbolig.dk/afdelinger/?bolignr=746&selskab=126&afdeling=110&antalrum=4,56.1490565,10.1452914,Tilgængelighedsbolig,4,116,4,35160,9287
9023,126,al2bolig,2786,https://aarhusbolig.dk/afdelinger/?bolignr=9023&selskab=126&afdeling=111&antalrum=1,56.188941,10.10265827,Lejlighed,1,30,74,6040,2187
1127,126,al2bolig,4513,https://aarhusbolig.dk/afdelinger/?bolignr=1127&selskab=126&afdeling=111&antalrum=2,56.188941,10.10265827,Lejlighed,2,52,136,10400,3787
1244,126,al2bolig,5562,https://aarhusbolig.dk/afdelinger/?bolignr=1244&selskab=126&afdeling=111&antalrum=2,56.188941,10.10265827,Tilgængelighedsbolig,2,63,18,15600,4737
1379,126,al2bolig,7853,https://aarhusbolig.dk/afdelinger/?bolignr=1379&selskab=126&afdeling=111&antalrum=3,56.188941,10.10265827,Lejlighed,3,92,339,18340,7089
1243,126,al2bolig,8514,https://aarhusbolig.dk/afdelinger/?bolignr=1243&selskab=126&afdeling=111&antalrum=3,56.188941,10.10265827,Tilgængelighedsbolig,3,94,36,27600,7289
1378,126,al2bolig,9676,https://aarhusbolig.dk/afdelinger/?bolignr=1378&selskab=126&afdeling=111&antalrum=4,56.188941,10.10265827,Lejlighed,4,108,143,21560,8236
985,126,al2bolig,10570,https://aarhusbolig.dk/afdelinger/?bolignr=985&selskab=126&afdeling=111&antalrum=4,56.188941,10.10265827,Tilgængelighedsbolig,4,115,36,32400,9045
1287,126,al2bolig,10427,https://aarhusbolig.dk/afdelinger/?bolignr=1287&selskab=126&afdeling=111&antalrum=5,56.188941,10.10265827,Lejlighed,5,121,75,24380,8872
2410,126,al2bolig,5875,https://aarhusbolig.dk/afdelinger/?bolignr=2410&selskab=126&afdeling=113&antalrum=2,56.1923932,10.1029794,Lejlighed,2,58,24,11600,5275
2411,126,al2bolig,6706,https://aarhusbolig.dk/afdelinger/?bolignr=2411&selskab=126&afdeling=113&antalrum=2,56.1923932,10.1029794,Lejlighed,2,68,24,13600,6106
2414,126,al2bolig,7298,https://aarhusbolig.dk/afdelinger/?bolignr=2414&selskab=126&afdeling=113&antalrum=3,56.1923932,10.1029794,Lejlighed,3,77,26,15400,6479
2416,126,al2bolig,7798,https://aarhusbolig.dk/afdelinger/?bolignr=2416&selskab=126&afdeling=113&antalrum=3,56.1923932,10.1029794,Lejlighed,3,85,26,17000,7129
2408,126,al2bolig,9799,https://aarhusbolig.dk/afdelinger/?bolignr=2408&selskab=126&afdeling=113&antalrum=4,56.1923932,10.1029794,Rækkehus,4,107,4,21400,8961
2011,126,al2bolig,7199,https://aarhusbolig.dk/afdelinger/?bolignr=2011&selskab=126&afdeling=114&antalrum=2,56.25396,10.270695,Rækkehus,2,70,30,14000,6174
2013,126,al2bolig,8513,https://aarhusbolig.dk/afdelinger/?bolignr=2013&selskab=126&afdeling=114&antalrum=3,56.25396,10.270695,Rækkehus,3,85,36,17000,7403
2001,126,al2bolig,10273,https://aarhusbolig.dk/afdelinger/?bolignr=2001&selskab=126&afdeling=114&antalrum=4,56.25396,10.270695,Rækkehus,4,108,17,21600,9063
1775,126,al2bolig,7606,https://aarhusbolig.dk/afdelinger/?bolignr=1775&selskab=126&afdeling=118&antalrum=2,56.1518833,10.1633775,Seniorboliger,2,57,14,11300,6956
875,126,al2bolig,5313,https://aarhusbolig.dk/afdelinger/?bolignr=875&selskab=126&afdeling=120&antalrum=2,56.15523907,10.16604589,Lejlighed,2,53,18,10400,4583
863,126,al2bolig,4463,https://aarhusbolig.dk/afdelinger/?bolignr=863&selskab=126&afdeling=120&antalrum=2,56.15523907,10.16604589,Lejlighed,2,65,18,13000,3818
869,126,al2bolig,8082,https://aarhusbolig.dk/afdelinger/?bolignr=869&selskab=126&afdeling=120&antalrum=3,56.15523907,10.16604589,Lejlighed,3,81,5,16200,7087
879,126,al2bolig,7031,https://aarhusbolig.dk/afdelinger/?bolignr=879&selskab=126&afdeling=120&antalrum=3,56.15523907,10.16604589,Lejlighed,3,99,5,19800,6086
683,126,al2bolig,7466,https://aarhusbolig.dk/afdelinger/?bolignr=683&selskab=126&afdeling=121&antalrum=2,56.1544234,10.145391,Lejlighed,2,67,10,13400,6160
685,126,al2bolig,8816,https://aarhusbolig.dk/afdelinger/?bolignr=685&selskab=126&afdeling=121&antalrum=3,56.1544234,10.145391,Lejlighed,3,85,8,17100,7395
681,126,al2bolig,10186,https://aarhusbolig.dk/afdelinger/?bolignr=681&selskab=126&afdeling=121&antalrum=4,56.1544234,10.145391,Lejlighed,4,102,2,20400,8655
3076,126,al2bolig,7247,https://aarhusbolig.dk/afdelinger/?bolignr=3076&selskab=126&afdeling=122&antalrum=2,56.1933478,10.0984948,Lejlighed,2,78,16,16500,6797
3074,126,al2bolig,7297,https://aarhusbolig.dk/afdelinger/?bolignr=3074&selskab=126&afdeling=122&antalrum=3,56.1933478,10.0984948,Lejlighed,3,79,16,16500,6797
3069,126,al2bolig,7766,https://aarhusbolig.dk/afdelinger/?bolignr=3069&selskab=126&afdeling=122&antalrum=3,56.1933478,10.0984948,Rækkehus,3,90,16,18000,7166
3073,126,al2bolig,8451,https://aarhusbolig.dk/afdelinger/?bolignr=3073&selskab=126&afdeling=122&antalrum=4,56.1933478,10.0984948,Rækkehus,4,104,4,20900,7951
3285,126,al2bolig,6021,https://aarhusbolig.dk/afdelinger/?bolignr=3285&selskab=126&afdeling=123&antalrum=2,56.1941002,10.1015923,Seniorboliger,2,70,15,17500,6021
3281,126,al2bolig,6798,https://aarhusbolig.dk/afdelinger/?bolignr=3281&selskab=126&afdeling=123&antalrum=3,56.1941002,10.1015923,Seniorboliger,3,83,12,20500,6798
3601,126,al2bolig,6003,https://aarhusbolig.dk/afdelinger/?bolignr=3601&selskab=126&afdeling=125&antalrum=2,56.09283,10.134811,Lejlighed,2,68,8,21500,6003
3619,126,al2bolig,7963,https://aarhusbolig.dk/afdelinger/?bolignr=3619&selskab=126&afdeling=125&antalrum=3,56.09283,10.134811,Rækkehus,3,100,23,31500,7963
3654,126,al2bolig,9312,https://aarhusbolig.dk/afdelinger/?bolignr=3654&selskab=126&afdeling=125&antalrum=3,56.09283,10.134811,Seniorboliger,3,106,16,40800,9312
3604,126,al2bolig,9287,https://aarhusbolig.dk/afdelinger/?bolignr=3604&selskab=126&afdeling=125&antalrum=4,56.09283,10.134811,Rækkehus,4,118,18,34700,9287
3614,126,al2bolig,9288,https://aarhusbolig.dk/afdelinger/?bolignr=3614&selskab=126&afdeling=125&antalrum=5,56.09283,10.134811,Rækkehus,5,118,4,34700,9288
3467,126,al2bolig,6902,https://aarhusbolig.dk/afdelinger/?bolignr=3467&selskab=126&afdeling=126&antalrum=2,56.2486921,10.2711343,Lejlighed,2,69,8,20500,6402
3465,126,al2bolig,7038,https://aarhusbolig.dk/afdelinger/?bolignr=3465&selskab=126&afdeling=126&antalrum=3,56.2486921,10.2711343,Lejlighed,3,71,4,20500,6402
3452,126,al2bolig,8388,https://aarhusbolig.dk/afdelinger/?bolignr=3452&selskab=126&afdeling=126&antalrum=3,56.2486921,10.2711343,Rækkehus,3,90,4,26800,7788
3459,126,al2bolig,8388,https://aarhusbolig.dk/afdelinger/?bolignr=3459&selskab=126&afdeling=126&antalrum=4,56.2486921,10.2711343,Rækkehus,4,90,10,26800,7788
3451,126,al2bolig,8388,https://aarhusbolig.dk/afdelinger/?bolignr=3451&selskab=126&afdeling=126&antalrum=4,56.2486921,10.2711343,Rækkehus,4,92,10,26800,7788
3564,126,al2bolig,7825,https://aarhusbolig.dk/afdelinger/?bolignr=3564&selskab=126&afdeling=127&antalrum=2,56.148918,10.14769,Seniorboliger,2,78,8,25700,7638
3581,126,al2bolig,8479,https://aarhusbolig.dk/afdelinger/?bolignr=3581&selskab=126&afdeling=127&antalrum=3,56.148918,10.14769,Seniorboliger,3,87,18,28600,8292
3572,126,al2bolig,9164,https://aarhusbolig.dk/afdelinger/?bolignr=3572&selskab=126&afdeling=127&antalrum=3,56.148918,10.14769,Seniorboliger,3,96,18,31700,8977
3737,126,al2bolig,7854,https://aarhusbolig.dk/afdelinger/?bolignr=3737&selskab=126&afdeling=128&antalrum=2,56.221163,10.160777,Lejlighed,2,80,2,31197,7154
3756,126,al2bolig,11069,https://aarhusbolig.dk/afdelinger/?bolignr=3756&selskab=126&afdeling=128&antalrum=3,56.221163,10.160777,Lejlighed,3,110,21,43935,10169
3758,126,al2bolig,11137,https://aarhusbolig.dk/afdelinger/?bolignr=3758&selskab=126&afdeling=128&antalrum=4,56.221163,10.160777,Lejlighed,4,108,12,49056,10087
3760,126,al2bolig,11522,https://aarhusbolig.dk/afdelinger/?bolignr=3760&selskab=126&afdeling=128&antalrum=4,56.221163,10.160777,Lejlighed,4,115,12,46775,10522
4237,126,al2bolig,4341,https://aarhusbolig.dk/afdelinger/?bolignr=4237&selskab=126&afdeling=129&antalrum=1,56.1501341,10.16886495,Lejlighed,1,40,19,17371,4061
4284,126,al2bolig,5525,https://aarhusbolig.dk/afdelinger/?bolignr=4284&selskab=126&afdeling=129&antalrum=1,56.1501341,10.16886495,Lejlighed,1,52,19,22583,5125
4297,126,al2bolig,6325,https://aarhusbolig.dk/afdelinger/?bolignr=4297&selskab=126&afdeling=129&antalrum=2,56.1501341,10.16886495,Lejlighed,2,62,5,26926,5715
4267,126,al2bolig,7959,https://aarhusbolig.dk/afdelinger/?bolignr=4267&selskab=126&afdeling=129&antalrum=3,56.1501341,10.16886495,Lejlighed,3,75,81,32571,7389
4289,126,al2bolig,9362,https://aarhusbolig.dk/afdelinger/?bolignr=4289&selskab=126&afdeling=129&antalrum=3,56.1501341,10.16886495,Lejlighed,3,97,81,42126,8622
4271,126,al2bolig,10547,https://aarhusbolig.dk/afdelinger/?bolignr=4271&selskab=126&afdeling=129&antalrum=4,56.1501341,10.16886495,Lejlighed,4,110,12,47772,9707
1902,126,al2bolig,5647,https://aarhusbolig.dk/afdelinger/?bolignr=1902&selskab=126&afdeling=131&antalrum=2,56.1548986,10.1472554,Lejlighed,2,51,28,11400,5215
1929,126,al2bolig,5953,https://aarhusbolig.dk/afdelinger/?bolignr=1929&selskab=126&afdeling=131&antalrum=2,56.1548986,10.1472554,Lejlighed,2,59,28,11800,5548
1901,126,al2bolig,7761,https://aarhusbolig.dk/afdelinger/?bolignr=1901&selskab=126&afdeling=131&antalrum=2,56.1548986,10.1472554,Lejlighed,2,74,28,16600,7248
4030,126,al2bolig,5703,https://aarhusbolig.dk/afdelinger/?bolignr=4030&selskab=126&afdeling=132&antalrum=2,56.260897,10.322138,Rækkehus,2,52,11,23020,5273
4029,126,al2bolig,6745,https://aarhusbolig.dk/afdelinger/?bolignr=4029&selskab=126&afdeling=132&antalrum=2,56.260897,10.322138,Rækkehus,2,65,11,28775,6195
4053,126,al2bolig,7929,https://aarhusbolig.dk/afdelinger/?bolignr=4053&selskab=126&afdeling=132&antalrum=3,56.260897,10.322138,Rækkehus,3,80,10,35415,7259
4051,126,al2bolig,9274,https://aarhusbolig.dk/afdelinger/?bolignr=4051&selskab=126&afdeling=132&antalrum=4,56.260897,10.322138,Rækkehus,4,97,32,42941,8464
4052,126,al2bolig,10069,https://aarhusbolig.dk/afdelinger/?bolignr=4052&selskab=126&afdeling=132&antalrum=4,56.260897,10.322138,Rækkehus,4,107,32,47368,9174
2292,126,al2bolig,5267,https://aarhusbolig.dk/afdelinger/?bolignr=2292&selskab=126&afdeling=133&antalrum=2,56.272668,10.054677,Lejlighed,2,63,48,12480,4846
2204,126,al2bolig,6369,https://aarhusbolig.dk/afdelinger/?bolignr=2204&selskab=126&afdeling=133&antalrum=3,56.272668,10.054677,Rækkehus,3,74,53,14700,5918
2286,126,al2bolig,6922,https://aarhusbolig.dk/afdelinger/?bolignr=2286&selskab=126&afdeling=133&antalrum=3,56.272668,10.054677,Rækkehus,3,86,53,17200,6471
2300,126,al2bolig,8903,https://aarhusbolig.dk/afdelinger/?bolignr=2300&selskab=126&afdeling=133&antalrum=4,56.272668,10.054677,Rækkehus,4,108,10,21520,8402
2504,126,al2bolig,6045,https://aarhusbolig.dk/afdelinger/?bolignr=2504&selskab=126&afdeling=134&antalrum=2,56.187327,10.1240642,Lejlighed,2,70,44,14000,5895
2530,126,al2bolig,5727,https://aarhusbolig.dk/afdelinger/?bolignr=2530&selskab=126&afdeling=134&antalrum=2,56.187327,10.1240642,Lejlighed,2,71,44,14200,5577
2511,126,al2bolig,5749,https://aarhusbolig.dk/afdelinger/?bolignr=2511&selskab=126&afdeling=134&antalrum=2,56.187327,10.1240642,Lejlighed,2,72,44,14400,5599
2501,126,al2bolig,6630,https://aarhusbolig.dk/afdelinger/?bolignr=2501&selskab=126&afdeling=134&antalrum=3,56.187327,10.1240642,Lejlighed,3,84,56,16800,6430
2510,126,al2bolig,6631,https://aarhusbolig.dk/afdelinger/?bolignr=2510&selskab=126&afdeling=134&antalrum=3,56.187327,10.1240642,Lejlighed,3,85,56,17000,6431
2528,126,al2bolig,8453,https://aarhusbolig.dk/afdelinger/?bolignr=2528&selskab=126&afdeling=134&antalrum=4,56.187327,10.1240642,Rækkehus,4,106,10,21200,8053
2350,126,al2bolig,6637,https://aarhusbolig.dk/afdelinger/?bolignr=2350&selskab=126&afdeling=135&antalrum=2,56.2505362,10.0246032,Rækkehus,2,70,17,14000,6387
2355,126,al2bolig,8424,https://aarhusbolig.dk/afdelinger/?bolignr=2355&selskab=126&afdeling=135&antalrum=3,56.2505362,10.0246032,Rækkehus,3,79,8,15680,7639
2331,126,al2bolig,5185,https://aarhusbolig.dk/afdelinger/?bolignr=2331&selskab=126&afdeling=138&antalrum=2,56.267636,10.062551,Lejlighed,2,54,22,10740,4985
2333,126,al2bolig,6160,https://aarhusbolig.dk/afdelinger/?bolignr=2333&selskab=126&afdeling=138&antalrum=2,56.267636,10.062551,Rækkehus,2,68,6,13440,5860
2765,126,al2bolig,6280,https://aarhusbolig.dk/afdelinger/?bolignr=2765&selskab=126&afdeling=138&antalrum=2,56.267636,10.062551,Lejlighed,2,68,22,13600,5883
2761,126,al2bolig,7422,https://aarhusbolig.dk/afdelinger/?bolignr=2761&selskab=126&afdeling=138&antalrum=3,56.267636,10.062551,Lejlighed,3,84,16,16720,6955
2339,126,al2bolig,7426,https://aarhusbolig.dk/afdelinger/?bolignr=2339&selskab=126&afdeling=138&antalrum=3,56.267636,10.062551,Rækkehus,3,85,4,16920,7176
2781,126,al2bolig,8990,https://aarhusbolig.dk/afdelinger/?bolignr=2781&selskab=126&afdeling=138&antalrum=4,56.267636,10.062551,Rækkehus,4,106,2,21140,8473
2641,126,al2bolig,5823,https://aarhusbolig.dk/afdelinger/?bolignr=2641&selskab=126&afdeling=139&antalrum=2,56.18825,10.125301,Lejlighed,2,69,34,13800,5823
2701,126,al2bolig,7073,https://aarhusbolig.dk/afdelinger/?bolignr=2701&selskab=126&afdeling=139&antalrum=3,56.18825,10.125301,Rækkehus,3,82,4,16400,7073
2660,126,al2bolig,6823,https://aarhusbolig.dk/afdelinger/?bolignr=2660&selskab=126&afdeling=139&antalrum=3,56.18825,10.125301,Lejlighed,3,85,10,17000,6823
2800,126,al2bolig,6322,https://aarhusbolig.dk/afdelinger/?bolignr=2800&selskab=126&afdeling=140&antalrum=2,56.189992,10.1098176,Rækkehus,2,69,9,13640,5719
2806,126,al2bolig,6395,https://aarhusbolig.dk/afdelinger/?bolignr=2806&selskab=126&afdeling=140&antalrum=2,56.189992,10.1098176,Lejlighed,2,70,16,13880,5792
2848,126,al2bolig,7129,https://aarhusbolig.dk/afdelinger/?bolignr=2848&selskab=126&afdeling=140&antalrum=3,56.189992,10.1098176,Rækkehus,3,81,4,16160,6463
2821,126,al2bolig,7200,https://aarhusbolig.dk/afdelinger/?bolignr=2821&selskab=126&afdeling=140&antalrum=3,56.189992,10.1098176,Lejlighed,3,82,16,16400,6534
2849,126,al2bolig,7278,https://aarhusbolig.dk/afdelinger/?bolignr=2849&selskab=126&afdeling=140&antalrum=3,56.189992,10.1098176,Rækkehus,3,84,4,16680,6612
2820,126,al2bolig,7355,https://aarhusbolig.dk/afdelinger/?bolignr=2820&selskab=126&afdeling=140&antalrum=3,56.189992,10.1098176,Lejlighed,3,85,16,16920,6689
2853,126,al2bolig,6017,https://aarhusbolig.dk/afdelinger/?bolignr=2853&selskab=126&afdeling=141&antalrum=2,56.2498342,10.0327108,Rækkehus,2,73,12,14940,5732
2855,126,al2bolig,6722,https://aarhusbolig.dk/afdelinger/?bolignr=2855&selskab=126&afdeling=141&antalrum=3,56.2498342,10.0327108,Rækkehus,3,88,10,17540,6422
2857,126,al2bolig,7374,https://aarhusbolig.dk/afdelinger/?bolignr=2857&selskab=126&afdeling=141&antalrum=4,56.2498342,10.0327108,Rækkehus,4,99,2,19240,6989
2744,126,al2bolig,6063,https://aarhusbolig.dk/afdelinger/?bolignr=2744&selskab=126&afdeling=142&antalrum=2,56.2430147,10.0770774,Lejlighed,2,65,4,12400,5574
2743,126,al2bolig,7655,https://aarhusbolig.dk/afdelinger/?bolignr=2743&selskab=126&afdeling=142&antalrum=3,56.2430147,10.0770774,Rækkehus,3,91,2,17000,7066
